item_id,name,level,keycard_type,price,durability,use_map,use_place,place_code,place_name,room_name,containers,container_json,consume_normal,consume_secret,consume_top_secret,single_cost_normal,single_cost_secret,single_cost_top_secret,image_url,local_image_path,room_place_pics,container_image_paths,price_curve_points,data_version
15050400013,总裁会议室,6,,1242140,40,巴克什,巴克什-巴别塔,bks,巴克什,总裁会议室 (2) (可透玻璃),保险箱 x1; 手提箱 x1; 散落物品随机刷新点 x4,"{""strongBox"":1,""suitcase"":1,""scatteredPoint"":4}",0,2,4,,62107,124214,https://playerhub.df.qq.com/playerhub/60004/object/key/巴克什金卡.png,data/keycards/images/keycards/15050400013_总裁会议室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050400014,巴别塔供电权限卡,5,,528000,20,巴克什,巴克什-巴别塔,bks,巴克什,巴别塔供电权限卡,仅开门 x3,"{""openDoor"":3}",0,2,4,,52800,105600,https://playerhub.df.qq.com/playerhub/60004/object/key/巴克什白卡.png,data/keycards/images/keycards/15050400014_巴别塔供电权限卡.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/openDoor_仅开门.webp,265,202605231600
15050400015,生物数据机房,5,,383520,20,巴克什,巴克什-巴别塔,bks,巴克什,生物数据机房,服务器 x2; 收纳盒 x1; 电脑机箱 x1; 抽屉柜 x1; 武器箱 x1; 散落物品随机刷新点 x4,"{""server"":2,""storageBox"":1,""computerCase"":1,""drawerCabinet"":1,""weaponBox"":1,""scatteredPoint"":4}",0,2,4,,38352,76704,https://playerhub.df.qq.com/playerhub/60004/object/key/巴克什白卡.png,data/keycards/images/keycards/15050400015_生物数据机房.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/storageBox_收纳盒.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/drawerCabinet_抽屉柜.webp|data/keycards/images/containers/weaponBox_武器箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050400016,Relink植入手术室,5,,774727,20,巴克什,巴克什-巴别塔,bks,巴克什,Relink植入手术室 (可透门玻璃),保险箱 x1; 待破译笔记本电脑 x1; 医疗物资堆 x1; 散落物品随机刷新点 x5,"{""strongBox"":1,""decipherLaptop"":1,""medicalSuppliesPile"":1,""scatteredPoint"":5}",0,2,4,,77473,154945,https://playerhub.df.qq.com/playerhub/60004/object/key/巴克什白卡.png,data/keycards/images/keycards/15050400016_Relink植入手术室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/decipherLaptop_待破译笔记本电脑.webp|data/keycards/images/containers/medicalSuppliesPile_医疗物资堆.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050400017,医疗会议室,5,,638865,20,巴克什,巴克什-巴别塔,bks,巴克什,医疗会议室 (可透门玻璃),保险箱 x1; 收纳盒 x1; 一件衣服 x1; 散落物品随机刷新点 x10,"{""strongBox"":1,""storageBox"":1,""clothing"":1,""scatteredPoint"":10}",0,2,4,,63886,127773,https://playerhub.df.qq.com/playerhub/60004/object/key/巴克什白卡.png,data/keycards/images/keycards/15050400017_医疗会议室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/storageBox_收纳盒.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050400018,门诊室,5,,289319,20,巴克什,巴克什-巴别塔,bks,巴克什,门诊室 (可透玻璃),手提箱 x1; 高级旅行箱 x1; 散落物品随机刷新点 x6,"{""suitcase"":1,""advancedSuitcase"":1,""scatteredPoint"":6}",0,2,4,,28932,57864,https://playerhub.df.qq.com/playerhub/60004/object/key/巴克什白卡.png,data/keycards/images/keycards/15050400018_门诊室.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/advancedSuitcase_高级旅行箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300021,雷达侧门钥匙,3,,240000,20,长弓溪谷,长弓溪谷-哈夫克雷达站,cgxg,长弓溪谷,雷达侧门钥匙,仅开门 x1,"{""openDoor"":1}",1,2,0,12000,24000,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300021_雷达侧门钥匙.png,./image/map/keycard_room/room/15050300021_p2.webp,data/keycards/images/containers/openDoor_仅开门.webp,265,202605231600
15050300014,雷达站控制室,5,,737863,20,长弓溪谷,长弓溪谷-哈夫克雷达站,cgxg,长弓溪谷,雷达站控制室,一件衣服 x1; 储物柜 x4; 电脑机箱 x1; 散落物品随机刷新点 x2,"{""clothing"":1,""storageCabinet"":4,""computerCase"":1,""scatteredPoint"":2}",1,2,0,36893,73786,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300014_雷达站控制室.png,./image/map/keycard_room/room/15050300014_p2.webp,data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/storageCabinet_储物柜.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300015,雷达站数据中心,5,,894113,20,长弓溪谷,长弓溪谷-哈夫克雷达站,cgxg,长弓溪谷,雷达站数据中心,服务器 x3; 散落物品随机刷新点 x1,"{""server"":3,""scatteredPoint"":1}",1,2,0,44706,89411,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300015_雷达站数据中心.png,./image/map/keycard_room/room/15050300015_p2.webp,data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300013,雷达站无人机平台,6,1,3928129,20,长弓溪谷,长弓溪谷-哈夫克雷达站,cgxg,长弓溪谷,雷达站无人机平台,保险箱 x1; 航空储物箱 x2; 散落物品随机刷新点 x7,"{""strongBox"":1,""aviationStorageBox"":2,""scatteredPoint"":7}",1,2,0,196406,392813,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷金卡.png,data/keycards/images/keycards/15050300013_雷达站无人机平台.png,./image/map/keycard_room/room/15050300013_p2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/aviationStorageBox_航空储物箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300017,雷达站会议室,4,,442213,20,长弓溪谷,长弓溪谷-哈夫克雷达站,cgxg,长弓溪谷,雷达站会议室,手提箱 x1; 散落物品随机刷新点 x8,"{""suitcase"":1,""scatteredPoint"":8}",1,2,0,22111,44221,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300017_雷达站会议室.png,./image/map/keycard_room/room/15050300017_p2.webp,data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300019,实验楼资料室,5,,1017048,20,长弓溪谷,长弓溪谷-哈夫克雷达站,cgxg,长弓溪谷,实验楼资料室 (可透玻璃),服务器 x3; 散落物品随机刷新点 x3,"{""server"":3,""scatteredPoint"":3}",1,2,0,50852,101705,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300019_实验楼资料室.png,./image/map/keycard_room/room/15050300019_p2.webp,data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300020,实验楼办公室,5,,695687,20,长弓溪谷,长弓溪谷-哈夫克雷达站,cgxg,长弓溪谷,实验楼办公室,手提箱 x1; 电脑机箱 x1; 一件衣服 x2; 散落物品随机刷新点 x2,"{""suitcase"":1,""computerCase"":1,""clothing"":2,""scatteredPoint"":2}",1,2,0,34784,69569,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300020_实验楼办公室.png,./image/map/keycard_room/room/15050300020_p2.webp,data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300026,小镇餐厅,4,,528046,20,长弓溪谷,长弓溪谷-阿米亚小镇,cgxg,长弓溪谷,小镇餐厅,小保险箱 x1; 手提箱 x1; 散落物品随机刷新点 x2,"{""smallStrongBox"":1,""suitcase"":1,""scatteredPoint"":2}",1,2,0,26402,52805,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300026_小镇餐厅.png,./image/map/keycard_room/room/15050300026_p1.webp|./image/map/keycard_room/room/15050300026_p2.webp,data/keycards/images/containers/smallStrongBox_小保险箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300001,酒店国王房,6,1,4844331,20,长弓溪谷,长弓溪谷-钻石皇后酒店,cgxg,长弓溪谷,酒店国王房 (可透玻璃),保险箱 x2; 手提箱 x1; 登山包 x1; 散落物品随机刷新点 x9,"{""strongBox"":2,""suitcase"":1,""mountaineeringBag"":1,""scatteredPoint"":9}",1,2,0,242217,484433,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷金卡.png,data/keycards/images/keycards/15050300001_酒店国王房.png,./image/map/keycard_room/room/15050300001_p1.webp|./image/map/keycard_room/room/15050300001_p2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/mountaineeringBag_登山包.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300033,铁脊车站售票室,3,,37800,20,长弓溪谷,长弓溪谷-小火车站,cgxg,长弓溪谷,铁脊车站售票室 (可透玻璃),电脑机箱 x1; 手提箱 x1; 储物柜 x1; 散落物品随机刷新点 x2,"{""computerCase"":1,""suitcase"":1,""storageCabinet"":1,""scatteredPoint"":2}",1,2,0,1890,3780,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300033_铁脊车站售票室.png,./image/map/keycard_room/room/15050300033_p1.webp|./image/map/keycard_room/room/15050300033_p2.webp,data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/storageCabinet_储物柜.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300029,检查站库房,3,,239400,20,长弓溪谷,长弓溪谷-检查站,cgxg,长弓溪谷,检查站库房,高级储物箱 x2; 一件衣服 x1; 散落物品随机刷新点 x2,"{""advancedStorageBin"":2,""clothing"":1,""scatteredPoint"":2}",1,2,0,11970,23940,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300029_检查站库房.png,./image/map/keycard_room/room/15050300029_p1.webp|./image/map/keycard_room/room/15050300029_p2.webp,data/keycards/images/containers/advancedStorageBin_高级储物箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300011,酒店方片房,5,,913734,20,长弓溪谷,长弓溪谷-钻石皇后酒店,cgxg,长弓溪谷,酒店方片房 (可透玻璃),高级旅行箱 x2; 手提箱 x1; 散落物品随机刷新点 x6,"{""advancedSuitcase"":2,""suitcase"":1,""scatteredPoint"":6}",1,2,0,45687,91373,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300011_酒店方片房.png,./image/map/keycard_room/room/15050300011_p1.webp|./image/map/keycard_room/room/15050300011_p2.webp,data/keycards/images/containers/advancedSuitcase_高级旅行箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300008,酒店黑桃房,5,,1553043,20,长弓溪谷,长弓溪谷-钻石皇后酒店,cgxg,长弓溪谷,酒店黑桃房 (可透玻璃),待破译笔记本电脑 x1; 电脑机箱 x1; 一件衣服 x1; 军用医疗包 x1; 散落物品随机刷新点 x5,"{""decipherLaptop"":1,""computerCase"":1,""clothing"":1,""militaryMedicalKit"":1,""scatteredPoint"":5}",1,2,0,77652,155304,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300008_酒店黑桃房.png,./image/map/keycard_room/room/15050300008_p1.webp|./image/map/keycard_room/room/15050300008_p2.webp,data/keycards/images/containers/decipherLaptop_待破译笔记本电脑.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/militaryMedicalKit_军用医疗包.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300031,牧场管理房,3,,42000,20,长弓溪谷,长弓溪谷-沙径牧场,cgxg,长弓溪谷,牧场管理房 (可透窗口),储物柜 x1; 军用医疗包 x1; 一件衣服 x1; 散落物品随机刷新点 x6,"{""storageCabinet"":1,""militaryMedicalKit"":1,""clothing"":1,""scatteredPoint"":6}",1,2,0,2100,4200,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300031_牧场管理房.png,./image/map/keycard_room/room/15050300031_p1.webp|./image/map/keycard_room/room/15050300031_p2.webp,data/keycards/images/containers/storageCabinet_储物柜.webp|data/keycards/images/containers/militaryMedicalKit_军用医疗包.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300005,酒店王子房,5,,1559883,20,长弓溪谷,长弓溪谷-钻石皇后酒店,cgxg,长弓溪谷,酒店王子房 (可透玻璃),待破译笔记本电脑 x1; 电脑机箱 x2; 手提箱 x1; 散落物品随机刷新点 x5,"{""decipherLaptop"":1,""computerCase"":2,""suitcase"":1,""scatteredPoint"":5}",1,2,0,77994,155988,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300005_酒店王子房.png,./image/map/keycard_room/room/15050300005_p1.webp|./image/map/keycard_room/room/15050300005_p2.webp,data/keycards/images/containers/decipherLaptop_待破译笔记本电脑.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300032,酒店将军房,5,,604076,20,长弓溪谷,长弓溪谷-钻石皇后酒店,cgxg,长弓溪谷,酒店将军房 (可透玻璃),待破译笔记本电脑 x1; 登山包 x1; 散落物品随机刷新点 x4,"{""decipherLaptop"":1,""mountaineeringBag"":1,""scatteredPoint"":4}",1,2,0,30204,60408,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300032_酒店将军房.png,./image/map/keycard_room/room/15050300032_p1.webp|./image/map/keycard_room/room/15050300032_p2.webp,data/keycards/images/containers/decipherLaptop_待破译笔记本电脑.webp|data/keycards/images/containers/mountaineeringBag_登山包.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050300025,运输机会议室,4,,487030,20,长弓溪谷,长弓溪谷-坠机之地,cgxg,长弓溪谷,运输机会议室,军用医疗包 x2; 手提箱 x1; 一件衣服 x1; 散落物品随机刷新点 x1,"{""militaryMedicalKit"":2,""suitcase"":1,""clothing"":1,""scatteredPoint"":1}",1,2,0,24352,48703,,https://playerhub.df.qq.com/playerhub/60004/object/key/长弓溪谷白卡.png,data/keycards/images/keycards/15050300025_运输机会议室.png,./image/map/keycard_room/room/15050300025_p1.webp|./image/map/keycard_room/room/15050300025_p2.webp,data/keycards/images/containers/militaryMedicalKit_军用医疗包.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100008,变电站技术室,6,,3803547,20,零号大坝,零号大坝-大变电站,db,零号大坝,变电站技术室,保险箱 x1; 一件衣服 x2; 服务器 x2; 散落物品随机刷新点 x2,"{""strongBox"":1,""clothing"":2,""server"":2,""scatteredPoint"":2}",1,2,0,190177,380355,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100008_变电站技术室.png,./image/map/keycard_room/room/15050100008_p1.webp|./image/map/keycard_room/room/15050100008_p2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100009,变电站宿舍,3,,37800,20,零号大坝,零号大坝-变电站,db,零号大坝,变电站宿舍,储物柜 x1; 散落物品随机刷新点 x3,"{""storageCabinet"":1,""scatteredPoint"":3}",1,2,0,1890,3780,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100009_变电站宿舍.png,./image/map/keycard_room/room/15050100009_p1.webp|./image/map/keycard_room/room/15050100009_p2.webp,data/keycards/images/containers/storageCabinet_储物柜.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100019,东楼经理室,6,1,4290357,20,零号大坝,零号大坝-行政楼,db,零号大坝,东楼经理室,保险箱 x2; 手提箱 x2; 大武器箱 x1; 待破译笔记本电脑 x1; 散落物品随机刷新点 x1,"{""strongBox"":2,""suitcase"":2,""largeWeaponBox"":1,""decipherLaptop"":1,""scatteredPoint"":1}",1,2,0,214518,429036,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝金卡.png,data/keycards/images/keycards/15050100019_东楼经理室.png,./image/map/keycard_room/room/15050100019_p1.webp|./image/map/keycard_room/room/15050100019_p2.webp,data/keycards/images/containers/strongBox_保险箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/largeWeaponBox_大武器箱.webp|data/keycards/images/containers/decipherLaptop_待破译笔记本电脑.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100016,设备领用室,5,,303605,20,零号大坝,零号大坝-行政楼,db,零号大坝,设备领用室 (可透玻璃),电脑机箱 x1; 散落物品随机刷新点 x3,"{""computerCase"":1,""scatteredPoint"":3}",1,2,0,15180,30360,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100016_设备领用室.png,./image/map/keycard_room/room/15050100016_p1.webp|./image/map/keycard_room/room/15050100016_p2.webp,data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100004,军营保管室,4,,415341,20,零号大坝,零号大坝-反叛军军营,db,零号大坝,军营保管室,服务器 x1; 电脑机箱 x1; 散落物品随机刷新点 x1,"{""server"":1,""computerCase"":1,""scatteredPoint"":1}",1,2,0,20767,41534,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100004_军营保管室.png,./image/map/keycard_room/room/15050100004_p1.webp|./image/map/keycard_room/room/15050100004_p2.webp,data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100006,售票办公室,4,,475982,20,零号大坝,零号大坝-游客中心,db,零号大坝,售票办公室,小保险箱 x1; 高级旅行箱 x1; 散落物品随机刷新点 x1,"{""smallStrongBox"":1,""advancedSuitcase"":1,""scatteredPoint"":1}",1,2,0,23799,47598,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100006_售票办公室.png,./image/map/keycard_room/room/15050100006_p1.webp|./image/map/keycard_room/room/15050100006_p2.webp,data/keycards/images/containers/smallStrongBox_小保险箱.webp|data/keycards/images/containers/advancedSuitcase_高级旅行箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100001,水泥厂办公室,4,,435069,20,零号大坝,零号大坝-水泥厂,db,零号大坝,水泥厂办公室,一件衣服 x1; 电脑机箱 x1; 储物柜 x1; 散落物品随机刷新点 x1,"{""clothing"":1,""computerCase"":1,""storageCabinet"":1,""scatteredPoint"":1}",1,2,0,21753,43507,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100001_水泥厂办公室.png,./image/map/keycard_room/room/15050100001_p1.webp|./image/map/keycard_room/room/15050100001_p2.webp,data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/storageCabinet_储物柜.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100003,水泥厂宿舍201,4,,360999,20,零号大坝,零号大坝-水泥厂,db,零号大坝,水泥厂宿舍201,电脑机箱 x1; 一件衣服 x1; 高级旅行箱 x1; 散落物品随机刷新点 x1,"{""computerCase"":1,""clothing"":1,""advancedSuitcase"":1,""scatteredPoint"":1}",1,2,0,18050,36100,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100003_水泥厂宿舍201.png,./image/map/keycard_room/room/15050100003_p1.webp|./image/map/keycard_room/room/15050100003_p2.webp,data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/advancedSuitcase_高级旅行箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100014,西楼监视室,5,,394374,20,零号大坝,零号大坝-行政楼,db,零号大坝,西楼监视室,电脑机箱 x3; 散落物品随机刷新点 x2,"{""computerCase"":3,""scatteredPoint"":2}",1,2,0,19719,39437,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100014_西楼监视室.png,./image/map/keycard_room/room/15050100014_p1.webp|./image/map/keycard_room/room/15050100014_p2.webp,data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100013,西楼调控房,5,,632206,20,零号大坝,零号大坝-行政楼,db,零号大坝,西楼调控房 (可透玻璃),待破译笔记本电脑 x1; 服务器 x2; 一件衣服 x1; 散落物品随机刷新点 x2,"{""decipherLaptop"":1,""server"":2,""clothing"":1,""scatteredPoint"":2}",1,2,0,31610,63221,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100013_西楼调控房.png,./image/map/keycard_room/room/15050100013_p1.webp|./image/map/keycard_room/room/15050100013_p2.webp,data/keycards/images/containers/decipherLaptop_待破译笔记本电脑.webp|data/keycards/images/containers/server_服务器.webp|data/keycards/images/containers/clothing_一件衣服.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100011,西楼医务室,3,,124950,20,零号大坝,零号大坝-行政楼,db,零号大坝,西楼医务室,军用医疗包 x2; 散落物品随机刷新点 x2,"{""militaryMedicalKit"":2,""scatteredPoint"":2}",1,2,0,6248,12495,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100011_西楼医务室.png,./image/map/keycard_room/room/15050100011_p1.webp|./image/map/keycard_room/room/15050100011_p2.webp,data/keycards/images/containers/militaryMedicalKit_军用医疗包.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100007,中心贵宾室,4,,321610,20,零号大坝,零号大坝-游客中心,db,零号大坝,中心贵宾室,高级旅行箱 x1; 手提箱 x1; 散落物品随机刷新点 x3,"{""advancedSuitcase"":1,""suitcase"":1,""scatteredPoint"":3}",1,2,0,16080,32161,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100007_中心贵宾室.png,./image/map/keycard_room/room/15050100007_p1.webp|./image/map/keycard_room/room/15050100007_p2.webp,data/keycards/images/containers/advancedSuitcase_高级旅行箱.webp|data/keycards/images/containers/suitcase_手提箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
15050100022,地下通道钥匙,4,,212500,20,零号大坝,零号大坝-地下,db,零号大坝,地下通道钥匙,仅开门 x1; 电脑机箱 x1; 散落物品随机刷新点 x3,"{""openDoor"":1,""computerCase"":1,""scatteredPoint"":3}",1,2,0,10625,21250,,https://playerhub.df.qq.com/playerhub/60004/object/key/零号大坝白卡.png,data/keycards/images/keycards/15050100022_地下通道钥匙.png,http://kkrb&kkrb725/example.webp|http://kkrb&kkrb725/example2.webp,data/keycards/images/containers/openDoor_仅开门.webp|data/keycards/images/containers/computerCase_电脑机箱.webp|data/keycards/images/containers/scatteredPoint_散落物品随机刷新点.webp,265,202605231600
