container_id,container_name,item_name,grade,image_url,local_image_path,width,height,current_price,sample_draws,occurrences,draw_hits,occurrences_per_draw,draw_hit_rate
lxd,旅行袋,精密工具组,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010001.png,data/containers/images/loot/1_精密工具组.png,1,1,1086,100,1,1,0.01,0.01
dnjx,电脑机箱,三角洲特种部队：刺刀特遣队,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050027.png,data/containers/images/loot/3_三角洲特种部队：刺刀特遣队.png,1,1,11535,100,27,23,0.27,0.23
dnjx,电脑机箱,U盘,3,https://playerhub.df.qq.com/playerhub/60004/object/15070010001.png,data/containers/images/loot/3_U盘.png,1,1,11260,100,25,23,0.25,0.23
dnjx,电脑机箱,液晶显示屏,3,https://playerhub.df.qq.com/playerhub/60004/object/15030040010.png,data/containers/images/loot/3_液晶显示屏.png,2,2,25434,100,25,23,0.25,0.23
dnjx,电脑机箱,摄像头,3,https://playerhub.df.qq.com/playerhub/60004/object/15030040002.png,data/containers/images/loot/3_摄像头.png,1,1,12853,100,20,19,0.2,0.19
dnjx,电脑机箱,三角洲特种部队：黑鹰坠落-战队之刃,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050026.png,data/containers/images/loot/3_三角洲特种部队：黑鹰坠落-战队之刃.png,1,1,11302,100,18,17,0.18,0.17
dnjx,电脑机箱,存储卡,3,https://playerhub.df.qq.com/playerhub/60004/object/15070010002.png,data/containers/images/loot/3_存储卡.png,1,1,10361,100,16,14,0.16,0.14
dnjx,电脑机箱,超高频读卡器,2,https://playerhub.df.qq.com/playerhub/60004/object/15030040011.png,data/containers/images/loot/2_超高频读卡器.png,1,1,2562,100,8,8,0.08,0.08
dnjx,电脑机箱,风冷散热器,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010018.png,data/containers/images/loot/2_风冷散热器.png,1,1,2721,100,8,8,0.08,0.08
dnjx,电脑机箱,键盘,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010014.png,data/containers/images/loot/2_键盘.png,2,1,3059,100,7,7,0.07,0.07
dnjx,电脑机箱,电子干扰器,4,https://playerhub.df.qq.com/playerhub/60004/object/15030040014.png,data/containers/images/loot/4_电子干扰器.png,1,1,13025,100,6,6,0.06,0.06
dnjx,电脑机箱,内存条,4,https://playerhub.df.qq.com/playerhub/60004/object/15030040006.png,data/containers/images/loot/4_内存条.png,1,1,28356,100,6,6,0.06,0.06
dnjx,电脑机箱,电源,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010011.png,data/containers/images/loot/2_电源.png,2,2,5991,100,5,5,0.05,0.05
dnjx,电脑机箱,间谍笔,4,https://playerhub.df.qq.com/playerhub/60004/object/15040010015.png,data/containers/images/loot/4_间谍笔.png,1,1,21331,100,5,5,0.05,0.05
dnjx,电脑机箱,电容,2,https://playerhub.df.qq.com/playerhub/60004/object/15020050007.png,data/containers/images/loot/2_电容.png,1,1,2639,100,5,5,0.05,0.05
dnjx,电脑机箱,HIFI声卡,4,https://playerhub.df.qq.com/playerhub/60004/object/15030050005.png,data/containers/images/loot/4_HIFI声卡.png,2,1,28815,100,4,4,0.04,0.04
dnjx,电脑机箱,鼠标,1,https://playerhub.df.qq.com/playerhub/60004/object/15030010009.png,data/containers/images/loot/1_鼠标.png,1,1,922,100,4,4,0.04,0.04
dnjx,电脑机箱,固态硬盘,4,https://playerhub.df.qq.com/playerhub/60004/object/15030040005.png,data/containers/images/loot/4_固态硬盘.png,1,1,34223,100,3,3,0.03,0.03
dnjx,电脑机箱,专业声卡,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050038.png,data/containers/images/loot/4_专业声卡.png,2,1,43346,100,3,3,0.03,0.03
dnjx,电脑机箱,机械硬盘,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010019.png,data/containers/images/loot/2_机械硬盘.png,1,1,2812,100,2,2,0.02,0.02
dnjx,电脑机箱,印刷电路板,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010013.png,data/containers/images/loot/2_印刷电路板.png,1,1,2596,100,2,2,0.02,0.02
dnjx,电脑机箱,DVD光驱,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010007.png,data/containers/images/loot/2_DVD光驱.png,1,1,3861,100,1,1,0.01,0.01
dnjx,电脑机箱,显卡,6,https://playerhub.df.qq.com/playerhub/60004/object/15030050001.png,data/containers/images/loot/6_显卡.png,2,1,335213,100,1,1,0.01,0.01
dnjx,电脑机箱,ASOS电脑主板,4,https://playerhub.df.qq.com/playerhub/60004/object/15030040007.png,data/containers/images/loot/4_ASOS电脑主板.png,2,2,48121,100,1,1,0.01,0.01
dnjx,电脑机箱,军用网络模块,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050168.png,data/containers/images/loot/5_军用网络模块.png,1,1,60390,100,1,1,0.01,0.01
ywwzx,野外物资箱,盐溶液,2,https://playerhub.df.qq.com/playerhub/60004/object/15060010001.png,data/containers/images/loot/2_盐溶液.png,1,1,2363,100,11,11,0.11,0.11
ywwzx,野外物资箱,纯净水,2,https://playerhub.df.qq.com/playerhub/60004/object/15060080006.png,data/containers/images/loot/2_纯净水.png,1,1,2103,100,10,10,0.1,0.1
ywwzx,野外物资箱,手术镊子,2,https://playerhub.df.qq.com/playerhub/60004/object/15060010002.png,data/containers/images/loot/2_手术镊子.png,1,1,2448,100,9,9,0.09,0.09
ywwzx,野外物资箱,原木木板,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010008.png,data/containers/images/loot/2_原木木板.png,2,1,4200,100,9,7,0.09,0.07
ywwzx,野外物资箱,便携液压扳手,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010017.png,data/containers/images/loot/2_便携液压扳手.png,1,1,2258,100,7,7,0.07,0.07
ywwzx,野外物资箱,酒店宣传海报,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050019.png,data/containers/images/loot/2_酒店宣传海报.png,2,2,4739,100,7,7,0.07,0.07
ywwzx,野外物资箱,超高频读卡器,2,https://playerhub.df.qq.com/playerhub/60004/object/15030040011.png,data/containers/images/loot/2_超高频读卡器.png,1,1,2562,100,7,7,0.07,0.07
ywwzx,野外物资箱,插座,2,https://playerhub.df.qq.com/playerhub/60004/object/15040010012.png,data/containers/images/loot/2_插座.png,1,1,2278,100,7,6,0.07,0.06
ywwzx,野外物资箱,阿萨拉娱乐月刊,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050022.png,data/containers/images/loot/2_阿萨拉娱乐月刊.png,2,2,5205,100,7,7,0.07,0.07
ywwzx,野外物资箱,喷漆,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010030.png,data/containers/images/loot/2_喷漆.png,1,2,3739,100,6,6,0.06,0.06
ywwzx,野外物资箱,电线,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010012.png,data/containers/images/loot/2_电线.png,1,1,2377,100,6,6,0.06,0.06
ywwzx,野外物资箱,阿萨拉新闻周刊,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050020.png,data/containers/images/loot/2_阿萨拉新闻周刊.png,2,2,5818,100,6,6,0.06,0.06
ywwzx,野外物资箱,直角尺,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010014.png,data/containers/images/loot/1_直角尺.png,1,2,2590,100,5,5,0.05,0.05
ywwzx,野外物资箱,印刷电路板,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010013.png,data/containers/images/loot/2_印刷电路板.png,1,1,2596,100,5,5,0.05,0.05
ywwzx,野外物资箱,小药瓶,2,https://playerhub.df.qq.com/playerhub/60004/object/15060010003.png,data/containers/images/loot/2_小药瓶.png,1,1,2712,100,5,4,0.05,0.04
ywwzx,野外物资箱,电源,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010011.png,data/containers/images/loot/2_电源.png,2,2,5991,100,5,5,0.05,0.05
ywwzx,野外物资箱,电笔,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010020.png,data/containers/images/loot/2_电笔.png,1,1,2486,100,5,5,0.05,0.05
ywwzx,野外物资箱,无糖缓释能量棒,2,https://playerhub.df.qq.com/playerhub/60004/object/15060080004.png,data/containers/images/loot/2_无糖缓释能量棒.png,1,1,2027,100,5,4,0.05,0.04
ywwzx,野外物资箱,输液工具,2,https://images.kkrb.net/playerhub/60004/object/15060010012.png,data/containers/images/loot/2_输液工具.png,1,1,2746,100,5,4,0.05,0.04
ywwzx,野外物资箱,电容,2,https://playerhub.df.qq.com/playerhub/60004/object/15020050007.png,data/containers/images/loot/2_电容.png,1,1,2639,100,5,5,0.05,0.05
ywwzx,野外物资箱,螺丝刀,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010005.png,data/containers/images/loot/2_螺丝刀.png,1,1,2861,100,4,4,0.04,0.04
ywwzx,野外物资箱,标准护甲维修包,4,https://playerhub.df.qq.com/playerhub/60004/object/14060000006.png,data/containers/images/loot/4_标准护甲维修包.png,3,1,74175,100,4,4,0.04,0.04
ywwzx,野外物资箱,三角洲特种部队：黑鹰坠落-战队之刃,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050026.png,data/containers/images/loot/3_三角洲特种部队：黑鹰坠落-战队之刃.png,1,1,11302,100,4,4,0.04,0.04
ywwzx,野外物资箱,尖嘴钳,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010019.png,data/containers/images/loot/2_尖嘴钳.png,1,1,2482,100,4,4,0.04,0.04
ywwzx,野外物资箱,充电电池组,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050110.png,data/containers/images/loot/2_充电电池组.png,1,1,3908,100,4,4,0.04,0.04
ywwzx,野外物资箱,电动爆破锤,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010007.png,data/containers/images/loot/2_电动爆破锤.png,2,1,4198,100,4,4,0.04,0.04
ywwzx,野外物资箱,模拟温度计,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010027.png,data/containers/images/loot/2_模拟温度计.png,1,1,2404,100,4,4,0.04,0.04
ywwzx,野外物资箱,压力计,2,https://playerhub.df.qq.com/playerhub/60004/object/15020040003.png,data/containers/images/loot/2_压力计.png,1,2,4124,100,4,4,0.04,0.04
ywwzx,野外物资箱,额温枪,3,https://playerhub.df.qq.com/playerhub/60004/object/15060010004.png,data/containers/images/loot/3_额温枪.png,1,1,11561,100,4,4,0.04,0.04
ywwzx,野外物资箱,LED灯管,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010032.png,data/containers/images/loot/2_LED灯管.png,2,1,3329,100,4,4,0.04,0.04
ywwzx,野外物资箱,G01战术弹挂,3,https://playerhub.df.qq.com/playerhub/60004/object/11070003004.png,data/containers/images/loot/3_G01战术弹挂.png,2,2,10157,100,4,4,0.04,0.04
ywwzx,野外物资箱,手锯,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050087.png,data/containers/images/loot/2_手锯.png,3,1,12136,100,3,3,0.03,0.03
ywwzx,野外物资箱,DVD光驱,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010007.png,data/containers/images/loot/2_DVD光驱.png,1,1,3861,100,3,3,0.03,0.03
ywwzx,野外物资箱,野外能量棒,2,https://playerhub.df.qq.com/playerhub/60004/object/15060080009.png,data/containers/images/loot/2_野外能量棒.png,1,1,3018,100,3,3,0.03,0.03
ywwzx,野外物资箱,军情录音,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050096.png,data/containers/images/loot/3_军情录音.png,1,3,103795,100,3,3,0.03,0.03
ywwzx,野外物资箱,苹果,2,https://playerhub.df.qq.com/playerhub/60004/object/15060080001.png,data/containers/images/loot/2_苹果.png,1,1,3203,100,3,3,0.03,0.03
ywwzx,野外物资箱,键盘,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010014.png,data/containers/images/loot/2_键盘.png,2,1,3059,100,3,3,0.03,0.03
ywwzx,野外物资箱,油漆刷,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010004.png,data/containers/images/loot/1_油漆刷.png,1,1,1368,100,3,3,0.03,0.03
ywwzx,野外物资箱,机械硬盘,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010019.png,data/containers/images/loot/2_机械硬盘.png,1,1,2812,100,3,3,0.03,0.03
ywwzx,野外物资箱,手机电池,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010002.png,data/containers/images/loot/2_手机电池.png,1,1,2272,100,3,3,0.03,0.03
ywwzx,野外物资箱,建筑图纸5号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010009.png,data/containers/images/loot/2_建筑图纸5号.png,2,1,3308,100,3,3,0.03,0.03
ywwzx,野外物资箱,注射器,2,https://playerhub.df.qq.com/playerhub/60004/object/15060010010.png,data/containers/images/loot/2_注射器.png,1,1,2134,100,3,3,0.03,0.03
ywwzx,野外物资箱,精密工具组,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010001.png,data/containers/images/loot/1_精密工具组.png,1,1,1086,100,3,3,0.03,0.03
ywwzx,野外物资箱,9V电池,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050111.png,data/containers/images/loot/2_9V电池.png,1,1,2883,100,2,2,0.02,0.02
ywwzx,野外物资箱,三角洲特种部队：刺刀特遣队,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050027.png,data/containers/images/loot/3_三角洲特种部队：刺刀特遣队.png,1,1,11535,100,2,2,0.02,0.02
ywwzx,野外物资箱,可乐,3,https://playerhub.df.qq.com/playerhub/60004/object/15060080011.png,data/containers/images/loot/3_可乐.png,1,1,13748,100,2,2,0.02,0.02
ywwzx,野外物资箱,火药,3,https://playerhub.df.qq.com/playerhub/60004/object/15040010017.png,data/containers/images/loot/3_火药.png,1,2,23955,100,2,2,0.02,0.02
ywwzx,野外物资箱,风冷散热器,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010018.png,data/containers/images/loot/2_风冷散热器.png,1,1,2721,100,2,2,0.02,0.02
ywwzx,野外物资箱,液晶显示屏,3,https://playerhub.df.qq.com/playerhub/60004/object/15030040010.png,data/containers/images/loot/3_液晶显示屏.png,2,2,25434,100,2,2,0.02,0.02
ywwzx,野外物资箱,样本试管,1,https://playerhub.df.qq.com/playerhub/60004/object/15090010077.png,data/containers/images/loot/1_样本试管.png,1,2,1984,100,2,2,0.02,0.02
ywwzx,野外物资箱,角磨机,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010021.png,data/containers/images/loot/2_角磨机.png,2,2,4071,100,2,2,0.02,0.02
ywwzx,野外物资箱,波纹软管,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010026.png,data/containers/images/loot/2_波纹软管.png,1,1,2373,100,2,2,0.02,0.02
ywwzx,野外物资箱,香喷喷炒面,3,https://playerhub.df.qq.com/playerhub/60004/object/15060080010.png,data/containers/images/loot/3_香喷喷炒面.png,1,1,8882,100,2,2,0.02,0.02
ywwzx,野外物资箱,电火机,2,https://playerhub.df.qq.com/playerhub/60004/object/15010010013.png,data/containers/images/loot/2_电火机.png,1,1,2668,100,2,2,0.02,0.02
ywwzx,野外物资箱,无线便携电钻,3,https://playerhub.df.qq.com/playerhub/60004/object/15020050002.png,data/containers/images/loot/3_无线便携电钻.png,2,1,32705,100,2,2,0.02,0.02
ywwzx,野外物资箱,布基胶带,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010003.png,data/containers/images/loot/1_布基胶带.png,1,1,1276,100,2,2,0.02,0.02
ywwzx,野外物资箱,电子温度计,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050039.png,data/containers/images/loot/3_电子温度计.png,2,2,18850,100,2,2,0.02,0.02
ywwzx,野外物资箱,工具刀,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010006.png,data/containers/images/loot/1_工具刀.png,2,1,2403,100,2,2,0.02,0.02
ywwzx,野外物资箱,阿萨拉时尚周刊,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050021.png,data/containers/images/loot/3_阿萨拉时尚周刊.png,2,2,17853,100,2,2,0.02,0.02
ywwzx,野外物资箱,情报文件,3,https://playerhub.df.qq.com/playerhub/60004/object/15070050003.png,data/containers/images/loot/3_情报文件.png,1,2,16045,100,2,2,0.02,0.02
ywwzx,野外物资箱,外科手套,1,https://playerhub.df.qq.com/playerhub/60004/object/15060010009.png,data/containers/images/loot/1_外科手套.png,1,1,1120,100,2,2,0.02,0.02
ywwzx,野外物资箱,音频播放器,3,https://playerhub.df.qq.com/playerhub/60004/object/15030010008.png,data/containers/images/loot/3_音频播放器.png,1,1,11123,100,2,2,0.02,0.02
ywwzx,野外物资箱,网线,1,https://playerhub.df.qq.com/playerhub/60004/object/15040010016.png,data/containers/images/loot/1_网线.png,1,1,1067,100,1,1,0.01,0.01
ywwzx,野外物资箱,资料：军事情报,4,https://playerhub.df.qq.com/playerhub/60004/object/15070050002.png,data/containers/images/loot/4_资料：军事情报.png,1,1,12692,100,1,1,0.01,0.01
ywwzx,野外物资箱,低级燃料,3,https://playerhub.df.qq.com/playerhub/60004/object/15020010034.png,data/containers/images/loot/3_低级燃料.png,1,1,14912,100,1,1,0.01,0.01
ywwzx,野外物资箱,U盘,3,https://playerhub.df.qq.com/playerhub/60004/object/15070010001.png,data/containers/images/loot/3_U盘.png,1,1,11260,100,1,1,0.01,0.01
ywwzx,野外物资箱,医用酒精,3,https://playerhub.df.qq.com/playerhub/60004/object/15060010007.png,data/containers/images/loot/3_医用酒精.png,1,1,11428,100,1,1,0.01,0.01
ywwzx,野外物资箱,含氟牙膏,1,https://playerhub.df.qq.com/playerhub/60004/object/15010010004.png,data/containers/images/loot/1_含氟牙膏.png,1,2,2264,100,1,1,0.01,0.01
ywwzx,野外物资箱,电子干扰器,4,https://playerhub.df.qq.com/playerhub/60004/object/15030040014.png,data/containers/images/loot/4_电子干扰器.png,1,1,13025,100,1,1,0.01,0.01
ywwzx,野外物资箱,GT1 战术头盔,4,https://playerhub.df.qq.com/playerhub/60004/object/11010004004.png,data/containers/images/loot/4_GT1_战术头盔.png,2,2,137451,100,1,1,0.01,0.01
ywwzx,野外物资箱,机械破障锤,3,https://playerhub.df.qq.com/playerhub/60004/object/15020010018.png,data/containers/images/loot/3_机械破障锤.png,2,2,38180,100,1,1,0.01,0.01
ywwzx,野外物资箱,转换插座,3,https://playerhub.df.qq.com/playerhub/60004/object/15040010022.png,data/containers/images/loot/3_转换插座.png,1,1,12607,100,1,1,0.01,0.01
ywwzx,野外物资箱,个人信笺,2,https://playerhub.df.qq.com/playerhub/60004/object/15090910023.png,data/containers/images/loot/2_个人信笺.png,2,1,3286,100,1,1,0.01,0.01
ywwzx,野外物资箱,大豆蛋白粉包,3,https://playerhub.df.qq.com/playerhub/60004/object/15060080016.png,data/containers/images/loot/3_大豆蛋白粉包.png,1,1,13273,100,1,1,0.01,0.01
ywwzx,野外物资箱,听诊器,3,https://playerhub.df.qq.com/playerhub/60004/object/15060010006.png,data/containers/images/loot/3_听诊器.png,1,2,17221,100,1,1,0.01,0.01
ywwzx,野外物资箱,太阳能板,3,https://playerhub.df.qq.com/playerhub/60004/object/15030050016.png,data/containers/images/loot/3_太阳能板.png,4,2,33720,100,1,1,0.01,0.01
ywwzx,野外物资箱,防水胶布,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010002.png,data/containers/images/loot/1_防水胶布.png,1,1,1077,100,1,1,0.01,0.01
ywwzx,野外物资箱,军情照片,1,https://playerhub.df.qq.com/playerhub/60004/object/15090010024.png,data/containers/images/loot/1_军情照片.png,2,1,2153,100,1,1,0.01,0.01
ywwzx,野外物资箱,3H战术背包,3,https://playerhub.df.qq.com/playerhub/60004/object/11080003002.png,data/containers/images/loot/3_3H战术背包.png,2,2,16530,100,1,1,0.01,0.01
ywwzx,野外物资箱,盒装蜡烛,1,https://playerhub.df.qq.com/playerhub/60004/object/15080050112.png,data/containers/images/loot/1_盒装蜡烛.png,2,2,2264,100,1,1,0.01,0.01
ywwzx,野外物资箱,收音机,4,https://playerhub.df.qq.com/playerhub/60004/object/15030040012.png,data/containers/images/loot/4_收音机.png,2,1,24410,100,1,1,0.01,0.01
ywwzx,野外物资箱,迷你氢电池,2,https://playerhub.df.qq.com/playerhub/60004/object/15010010015.png,data/containers/images/loot/2_迷你氢电池.png,1,1,2562,100,1,1,0.01,0.01
ywwzx,野外物资箱,继电器,3,https://playerhub.df.qq.com/playerhub/60004/object/15020050008.png,data/containers/images/loot/3_继电器.png,1,1,11521,100,1,1,0.01,0.01
ywwzx,野外物资箱,音波测距卷尺,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010010.png,data/containers/images/loot/1_音波测距卷尺.png,1,1,1074,100,1,1,0.01,0.01
ywwzx,野外物资箱,ASOS电脑主板,4,https://playerhub.df.qq.com/playerhub/60004/object/15030040007.png,data/containers/images/loot/4_ASOS电脑主板.png,2,2,48121,100,1,1,0.01,0.01
ywwzx,野外物资箱,清新橘味能量凝胶,4,https://playerhub.df.qq.com/playerhub/60004/object/15060080008.png,data/containers/images/loot/4_清新橘味能量凝胶.png,1,1,46956,100,1,1,0.01,0.01
ywwzx,野外物资箱,DICH-1战术头盔,5,https://playerhub.df.qq.com/playerhub/60004/object/11010005003.png,data/containers/images/loot/5_DICH-1战术头盔.png,2,2,301146,100,1,1,0.01,0.01
ywwzx,野外物资箱,火柴,1,https://playerhub.df.qq.com/playerhub/60004/object/15010010008.png,data/containers/images/loot/1_火柴.png,1,1,1069,100,1,1,0.01,0.01
ywwzx,野外物资箱,自制护甲维修包,3,https://playerhub.df.qq.com/playerhub/60004/object/14060000008.png,data/containers/images/loot/3_自制护甲维修包.png,2,1,22163,100,1,1,0.01,0.01
ywwzx,野外物资箱,军用移动电源,3,https://playerhub.df.qq.com/playerhub/60004/object/15030010001.png,data/containers/images/loot/3_军用移动电源.png,1,1,9016,100,1,1,0.01,0.01
ywwzx,野外物资箱,调料套组,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050077.png,data/containers/images/loot/2_调料套组.png,2,2,7074,100,1,1,0.01,0.01
ywwzx,野外物资箱,残缺的档案,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050181.png,data/containers/images/loot/4_残缺的档案.png,1,2,78440,100,1,1,0.01,0.01
ywwzx,野外物资箱,武士防弹背心,4,https://playerhub.df.qq.com/playerhub/60004/object/11050004001.png,data/containers/images/loot/4_武士防弹背心.png,3,3,117167,100,1,1,0.01,0.01
ywwzx,野外物资箱,私密笔记簿,2,https://playerhub.df.qq.com/playerhub/60004/object/15090910017.png,data/containers/images/loot/2_私密笔记簿.png,1,2,5108,100,1,1,0.01,0.01
bxg,保险柜,发条八音盒,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050137.png,data/containers/images/loot/5_发条八音盒.png,1,1,59277,100,31,28,0.31,0.28
bxg,保险柜,亮闪闪的海盗金币,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050009.png,data/containers/images/loot/5_亮闪闪的海盗金币.png,1,1,58234,100,27,25,0.27,0.25
bxg,保险柜,阿萨拉特色酒杯,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050015.png,data/containers/images/loot/5_阿萨拉特色酒杯.png,1,1,63296,100,26,24,0.26,0.24
bxg,保险柜,海盗弯刀,4,https://playerhub.df.qq.com/playerhub/60004/object/15080040002.png,data/containers/images/loot/4_海盗弯刀.png,1,1,24682,100,22,22,0.22,0.22
bxg,保险柜,黄金饰章,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050018.png,data/containers/images/loot/4_黄金饰章.png,1,2,24820,100,19,18,0.19,0.18
bxg,保险柜,图腾箭矢,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050139.png,data/containers/images/loot/4_图腾箭矢.png,1,1,14792,100,19,18,0.19,0.18
bxg,保险柜,金枝桂冠,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050138.png,data/containers/images/loot/5_金枝桂冠.png,2,1,85856,100,16,16,0.16,0.16
bxg,保险柜,后妃耳环,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050001.png,data/containers/images/loot/4_后妃耳环.png,1,1,14226,100,15,15,0.15,0.15
bxg,保险柜,阿萨拉风情水壶,4,https://playerhub.df.qq.com/playerhub/60004/object/15040010014.png,data/containers/images/loot/4_阿萨拉风情水壶.png,1,2,34712,100,14,13,0.14,0.13
bxg,保险柜,典雅咖啡杯,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050182.png,data/containers/images/loot/4_典雅咖啡杯.png,1,1,15108,100,12,11,0.12,0.11
bxg,保险柜,阿萨拉特色酒壶,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050016.png,data/containers/images/loot/4_阿萨拉特色酒壶.png,1,2,25044,100,10,10,0.1,0.1
bxg,保险柜,功绩勋章,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050004.png,data/containers/images/loot/5_功绩勋章.png,1,1,82213,100,10,10,0.1,0.1
bxg,保险柜,“起舞的女郎”挂饰,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050012.png,data/containers/images/loot/3_“起舞的女郎”挂饰.png,1,2,16492,100,10,9,0.1,0.09
bxg,保险柜,荷美尔陶俑,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050135.png,data/containers/images/loot/5_荷美尔陶俑.png,1,2,91550,100,9,9,0.09,0.09
bxg,保险柜,古怪的海盗银币,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050008.png,data/containers/images/loot/3_古怪的海盗银币.png,1,1,11555,100,8,8,0.08,0.08
bxg,保险柜,犄角墙饰,4,https://playerhub.df.qq.com/playerhub/60004/object/15080040003.png,data/containers/images/loot/4_犄角墙饰.png,2,1,18508,100,8,8,0.08,0.08
bxg,保险柜,鸟雕,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050193.png,data/containers/images/loot/3_鸟雕.png,1,1,10963,100,8,8,0.08,0.08
bxg,保险柜,阿萨拉特色提灯,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050124.png,data/containers/images/loot/4_阿萨拉特色提灯.png,1,2,36440,100,7,7,0.07,0.07
bxg,保险柜,初级子弹生产零件,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050023.png,data/containers/images/loot/3_初级子弹生产零件.png,1,2,23758,100,7,7,0.07,0.07
bxg,保险柜,金笔,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050165.png,data/containers/images/loot/5_金笔.png,1,1,62567,100,6,6,0.06,0.06
bxg,保险柜,古老的海盗望远镜,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050011.png,data/containers/images/loot/3_古老的海盗望远镜.png,1,2,11515,100,5,4,0.05,0.04
bxg,保险柜,马赛克灯台,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050134.png,data/containers/images/loot/4_马赛克灯台.png,2,3,129208,100,5,5,0.05,0.05
bxg,保险柜,珠宝头冠,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050133.png,data/containers/images/loot/5_珠宝头冠.png,3,1,145282,100,5,5,0.05,0.05
bxg,保险柜,腕带,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050194.png,data/containers/images/loot/3_腕带.png,1,1,10395,100,3,3,0.03,0.03
bxg,保险柜,名窑瓷器,6,https://playerhub.df.qq.com/playerhub/60004/object/15080050184.png,data/containers/images/loot/6_名窑瓷器.png,2,4,1495216,100,2,2,0.02,0.02
bxg,保险柜,棘龙爪化石,6,https://playerhub.df.qq.com/playerhub/60004/object/15080040001.png,data/containers/images/loot/6_棘龙爪化石.png,2,1,350040,100,2,2,0.02,0.02
bxg,保险柜,座钟,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050083.png,data/containers/images/loot/5_座钟.png,2,2,199972,100,2,2,0.02,0.02
bxg,保险柜,名贵机械表,6,https://playerhub.df.qq.com/playerhub/60004/object/15080050042.png,data/containers/images/loot/6_名贵机械表.png,1,1,212469,100,1,1,0.01,0.01
